Y,M,D,Q
2003,9,10,48.98993174
2003,9,11,45.59178618
2003,9,12,45.59178618
2003,9,13,46.15814377
2003,9,14,43.60953461
2003,9,15,44.459071
2003,9,16,45.30860739
2003,9,17,44.459071
2003,9,18,39.64503146
2003,9,19,37.0964223
2003,9,20,35.96370711
2003,9,21,35.39734952
2003,9,22,34.83099193
2003,9,23,35.11417072
2003,9,24,34.83099193
2003,9,25,35.11417072
2003,9,26,33.98145554
2003,9,27,34.26463433
2003,9,28,34.83099193
2003,9,29,34.54781313
2003,9,30,34.26463433
2003,10,1,33.98145554
2003,10,2,30.30013119
2003,10,3,28.23292598
2003,10,4,26.78871412
2003,10,5,28.11965446
2003,10,6,26.50553532
2003,10,7,27.6382505
2003,10,8,27.44002535
2003,10,9,27.6382505
2003,10,10,27.7798399
2003,10,11,28.88423721
2003,10,12,26.02413137
2003,10,13,28.23292598
2003,10,14,24.89141618
2003,10,15,26.87366776
2003,10,16,26.5338532
2003,10,17,26.50553532
2003,10,18,26.30731016
2003,10,19,26.5338532
2003,10,20,27.32675383
2003,10,21,25.68431681
2003,10,22,23.73038312
2003,10,23,21.52158851
2003,10,24,17.98185356
2003,10,25,18.80307206
2003,10,26,18.60484691
2003,10,27,18.20839659
2003,10,28,18.40662175
2003,10,29,19.56765481
2003,10,30,19.0296151
2003,10,31,15.09342984
2003,11,1,21.83308518
2003,11,2,21.09682031
2003,11,3,21.8047673
2003,11,4,20.8419594
2003,11,5,17.13231717
2003,11,6,18.46325751
2003,11,7,18.26503235
2003,11,8,19.87915149
2003,11,9,21.32336335
2003,11,10,21.63486003
2003,11,11,20.95523092
2003,11,12,18.40662175
2003,11,13,20.24728393
2003,11,14,20.4171912
2003,11,15,20.78532364
2003,11,16,19.48270118
2003,11,17,22.48439641
2003,11,18,20.58709848
2003,11,19,18.85970782
2003,11,20,19.53933693
2003,11,21,19.19952238
2003,11,22,18.09512507
2003,11,23,16.70754897
2003,11,24,18.01017144
2003,11,25,17.69867476
2003,11,26,18.23671447
2003,11,27,19.87915149
2003,11,28,18.29335023
2003,11,29,17.61372112
2003,11,30,18.63316479
2003,12,1,20.02074089
2003,12,2,18.32166811
2003,12,3,17.67035688
2003,12,4,17.84026416
2003,12,5,17.84026416
2003,12,6,18.51989327
2003,12,7,20.19064817
2003,12,8,19.85083361
2003,12,9,17.27390657
2003,12,10,17.41549596
2003,12,11,17.10399929
2003,12,12,18.57652903
2003,12,13,19.42606542
2003,12,14,18.94466146
2003,12,15,17.58540324
2003,12,16,16.84913837
2003,12,17,18.29335023
2003,12,18,16.02791986
2003,12,19,14.8668868
2003,12,20,17.84026416
2003,12,21,19.36942966
2003,12,22,19.53933693
2003,12,23,16.33941654
2003,12,24,16.19782714
2003,12,25,19.0296151
2003,12,26,19.65260845
2003,12,27,20.38887332
2003,12,28,24.01356191
2003,12,29,23.9002904
2003,12,30,22.68262157
2003,12,31,25.48609165
2004,1,1,25.74095257
2004,1,2,22.31448914
2004,1,3,25.25954862
2004,1,4,25.37282014
2004,1,5,21.26672759
2004,1,6,23.9002904
2004,1,7,27.01525715
2004,1,8,26.64712472
2004,1,9,27.10021079
2004,1,10,24.69319102
2004,1,11,24.57991951
2004,1,12,24.77814466
2004,1,13,22.93748249
2004,1,14,22.90916461
2004,1,15,23.84365464
2004,1,16,23.50384008
2004,1,17,23.44720432
2004,1,18,23.02243613
2004,1,19,25.42945589
2004,1,20,24.07019767
2004,1,21,23.81533676
2004,1,22,23.95692615
2004,1,23,23.50384008
2004,1,24,26.56217108
2004,1,25,22.62598581
2004,1,26,24.32505859
2004,1,27,23.27729704
2004,1,28,23.24897916
2004,1,29,23.4755222
2004,1,30,24.57991951
2004,1,31,22.73925733
2004,2,1,23.95692615
2004,2,2,22.42776066
2004,2,3,23.02243613
2004,2,4,23.44720432
2004,2,5,22.99411825
2004,2,6,23.22066128
2004,2,7,23.44720432
2004,2,8,23.44720432
2004,2,9,23.13570765
2004,2,10,22.76757521
2004,2,11,21.23840971
2004,2,12,20.8419594
2004,2,13,22.93748249
2004,2,14,23.41888644
2004,2,15,27.75152202
2004,2,16,25.71263469
2004,2,17,24.63655527
2004,2,18,24.80646254
2004,2,19,24.80646254
2004,2,20,23.84365464
2004,2,21,21.8047673
2004,2,22,23.53215796
2004,2,23,23.22066128
2004,2,24,23.64542948
2004,2,25,23.67374736
2004,2,26,24.26842283
2004,2,27,25.06132346
2004,2,28,23.36225068
2004,2,29,22.88084673
2004,3,1,24.01356191
2004,3,2,24.63655527
2004,3,3,24.8630983
2004,3,4,25.57104529
2004,3,5,25.20291286
2004,3,6,23.39056856
2004,3,7,25.79758833
2004,3,8,25.34450226
2004,3,9,25.0046877
2004,3,10,25.76927045
2004,3,11,25.45777377
2004,3,12,25.11795922
2004,3,13,25.40113802
2004,3,14,25.74095257
2004,3,15,25.57104529
2004,3,16,25.25954862
2004,3,17,25.34450226
2004,3,18,27.10021079
2004,3,19,28.14797234
2004,3,20,28.88423721
2004,3,21,30.01695239
2004,3,22,27.86479354
2004,3,23,29.7337736
2004,3,24,30.58330998
2004,3,25,31.99920397
2004,3,26,32.28238276
2004,3,27,31.71602517
2004,3,28,28.60105841
2004,3,29,28.88423721
2004,3,30,28.60105841
2004,3,31,30.01695239
2004,4,1,32.84874035
2004,4,2,30.58330998
2004,4,3,34.26463433
2004,4,4,36.5300647
2004,4,5,36.5300647
2004,4,6,40.21138905
2004,4,7,40.21138905
2004,4,8,46.72450137
2004,4,9,45.02542859
2004,4,10,40.21138905
2004,4,11,42.19364063
2004,4,12,42.19364063
2004,4,13,45.30860739
2004,4,14,46.15814377
2004,4,15,45.02542859
2004,4,16,41.34410424
2004,4,17,42.47681942
2004,4,18,46.44132257
2004,4,19,41.91046183
2004,4,20,42.19364063
2004,4,21,42.19364063
2004,4,22,38.79549507
2004,4,23,38.51231628
2004,4,24,43.04317702
2004,4,25,46.15814377
2004,4,26,45.02542859
2004,4,27,35.11417072
2004,4,28,40.77774665
2004,4,29,43.60953461
2004,4,30,40.21138905
2004,5,1,41.34410424
2004,5,2,41.91046183
2004,5,3,43.60953461
2004,5,4,43.8927134
2004,5,5,46.15814377
2004,5,6,45.59178618
2004,5,7,44.74224979
2004,5,8,41.06092544
2004,5,9,40.21138905
2004,5,10,39.07867387
2004,5,11,40.49456785
2004,5,12,40.77774665
2004,5,13,38.51231628
2004,5,14,35.96370711
2004,5,15,35.11417072
2004,5,16,38.51231628
2004,5,17,39.64503146
2004,5,18,37.37960109
2004,5,19,37.37960109
2004,5,20,35.96370711
2004,5,21,35.68052832
2004,5,22,37.37960109
2004,5,23,40.49456785
2004,5,24,39.36185267
2004,5,25,44.74224979
2004,5,26,47.00768016
2004,5,27,50.97218331
2004,5,28,49.83946812
2004,5,29,56.91893803
2004,5,30,54.37032886
2004,5,31,53.23761368
2004,6,1,50.97218331
2004,6,2,54.37032886
2004,6,3,52.38807729
2004,6,4,52.10489849
2004,6,5,50.68900451
2004,6,6,57.48529562
2004,6,7,56.35258044
2004,6,8,56.35258044
2004,6,9,57.48529562
2004,6,10,61.16661997
2004,6,11,65.13112312
2004,6,12,58.05165321
2004,6,13,56.35258044
2004,6,14,55.50304405
2004,6,15,54.08715007
2004,6,16,53.23761368
2004,6,17,51.8217197
2004,6,18,52.38807729
2004,6,19,52.10489849
2004,6,20,52.95443488
2004,6,21,52.38807729
2004,6,22,52.38807729
2004,6,23,50.68900451
2004,6,24,51.2553621
2004,6,25,52.67125609
2004,6,26,57.76847442
2004,6,27,58.33483201
2004,6,28,57.20211682
2004,6,29,56.63575923
2004,6,30,56.91893803
2004,7,1,57.20211682
2004,7,2,50.12264692
2004,7,3,51.2553621
2004,7,4,51.8217197
2004,7,5,53.80397127
2004,7,6,51.5385409
2004,7,7,50.12264692
2004,7,8,52.67125609
2004,7,9,58.9011896
2004,7,10,57.48529562
2004,7,11,58.6180108
2004,7,12,57.20211682
2004,7,13,57.20211682
2004,7,14,62.58251395
2004,7,15,62.86569275
2004,7,16,61.16661997
2004,7,17,60.60026238
2004,7,18,62.29933515
2004,7,19,60.88344117
2004,7,20,62.29933515
2004,7,21,62.29933515
2004,7,22,60.31708358
2004,7,23,61.44979877
2004,7,24,58.6180108
2004,7,25,59.1843684
2004,7,26,60.88344117
2004,7,27,59.46754719
2004,7,28,57.76847442
2004,7,29,56.91893803
2004,7,30,56.91893803
2004,7,31,57.20211682
2004,8,1,57.76847442
2004,8,2,57.48529562
2004,8,3,57.48529562
2004,8,4,58.05165321
2004,8,5,58.33483201
2004,8,6,57.48529562
2004,8,7,56.06940164
2004,8,8,56.91893803
2004,8,9,56.91893803
2004,8,10,56.63575923
2004,8,11,56.63575923
2004,8,12,55.78622284
2004,8,13,55.50304405
2004,8,14,56.63575923
2004,8,15,54.93668645
2004,8,16,55.50304405
2004,8,17,56.06940164
2004,8,18,58.6180108
2004,8,19,56.63575923
2004,8,20,55.21986525
2004,8,21,56.35258044
2004,8,22,55.21986525
2004,8,23,56.35258044
2004,8,24,55.50304405
2004,8,25,55.78622284
2004,8,26,54.93668645
2004,8,27,54.37032886
2004,8,28,53.52079247
2004,8,29,54.65350766
2004,8,30,54.37032886
2004,8,31,53.80397127
2004,9,1,54.65350766
2004,9,2,53.80397127
2004,9,3,50.68900451
2004,9,4,48.70675294
2004,9,5,49.27311053
2004,9,6,50.12264692
2004,9,7,48.14039535
2004,9,8,49.83946812
2004,9,9,45.87496498
2004,9,10,45.02542859
2004,9,11,45.02542859
2004,9,12,45.87496498
2004,9,13,41.06092544
2004,9,14,37.94595869
2004,9,15,36.24688591
2004,9,16,36.24688591
2004,9,17,33.13191915
2004,9,18,32.84874035
2004,9,19,34.26463433
2004,9,20,35.39734952
2004,9,21,33.41509795
2004,9,22,33.69827674
2004,9,23,34.54781313
2004,9,24,32.84874035
2004,9,25,33.13191915
2004,9,26,34.54781313
2004,9,27,32.56556156
2004,9,28,33.98145554
2004,9,29,33.41509795
2004,9,30,33.98145554
2004,10,1,34.26463433
2004,10,2,28.31787962
2004,10,3,25.25954862
2004,10,4,28.88423721
2004,10,5,33.69827674
2004,10,6,33.69827674
2004,10,7,33.13191915
2004,10,8,33.13191915
2004,10,9,28.60105841
2004,10,10,27.15684655
2004,10,11,28.88423721
2004,10,12,26.22235652
2004,10,13,24.46664799
2004,10,14,22.54103217
2004,10,15,21.60654215
2004,10,16,22.00299246
2004,10,17,22.2295355
2004,10,18,22.51271429
2004,10,19,23.27729704
2004,10,20,29.167416
2004,10,21,30.86648878
2004,10,22,28.60105841
2004,10,23,30.58330998
2004,10,24,31.43284637
2004,10,25,28.26124386
2004,10,26,27.86479354
2004,10,27,28.09133658
2004,10,28,27.83647566
2004,10,29,30.86648878
2004,10,30,30.86648878
2004,10,31,29.167416
2004,11,1,27.38338959
2004,11,2,27.86479354
2004,11,3,27.41170747
2004,11,4,27.15684655
2004,11,5,27.89311142
2004,11,6,27.89311142
2004,11,7,27.04357503
2004,11,8,27.29843595
2004,11,9,28.03470082
2004,11,10,28.03470082
2004,11,11,27.27011807
2004,11,12,27.49666111
2004,11,13,28.14797234
2004,11,14,27.66656838
2004,11,15,27.21348231
2004,11,16,26.87366776
2004,11,17,27.41170747
2004,11,18,27.46834323
2004,11,19,27.27011807
2004,11,20,27.49666111
2004,11,21,25.0046877
2004,11,22,27.80815778
2004,11,23,28.31787962
2004,11,24,26.93030351
2004,11,25,29.167416
2004,11,26,27.66656838
2004,11,27,27.94974718
2004,11,28,24.04187979
2004,11,29,23.44720432
2004,11,30,28.11965446
2004,12,1,28.31787962
2004,12,2,27.35507171
2004,12,3,29.7337736
2004,12,4,29.7337736
2004,12,5,28.31787962
2004,12,6,28.31787962
2004,12,7,31.14966758
2004,12,8,31.14966758
2004,12,9,28.31787962
2004,12,10,28.31787962
2004,12,11,29.7337736
2004,12,12,28.31787962
2004,12,13,26.90198563
2004,12,14,32.56556156
2004,12,15,39.64503146
2004,12,16,26.90198563
2004,12,17,27.60993263
2004,12,18,27.24180019
2004,12,19,27.21348231
2004,12,20,27.44002535
2004,12,21,25.37282014
2004,12,22,27.52497899
2004,12,23,22.73925733
2004,12,24,25.51440953
2004,12,25,29.167416
2004,12,26,28.11965446
2004,12,27,28.88423721
2004,12,28,28.0630187
2004,12,29,28.31787962
2004,12,30,27.69488626
2004,12,31,29.167416
2005,1,1,26.70376048
2005,1,2,28.26124386
2005,1,3,27.66656838
2005,1,4,26.02413137
2005,1,5,23.36225068
2005,1,6,27.52497899
2005,1,7,26.42058168
2005,1,8,28.88423721
2005,1,9,27.69488626
2005,1,10,28.00638294
2005,1,11,28.09133658
2005,1,12,25.37282014
2005,1,13,25.0046877
2005,1,14,26.6754426
2005,1,15,22.62598581
2005,1,16,28.23292598
2005,1,17,29.167416
2005,1,18,27.80815778
2005,1,19,27.75152202
2005,1,20,26.50553532
2005,1,21,25.76927045
2005,1,22,26.47721744
2005,1,23,26.56217108
2005,1,24,25.48609165
2005,1,25,25.42945589
2005,1,26,26.44889956
2005,1,27,26.42058168
2005,1,28,26.2506744
2005,1,29,26.44889956
2005,1,30,26.3922638
2005,1,31,25.54272741
2005,2,1,25.62768105
2005,2,2,25.74095257
2005,2,3,24.55160163
2005,2,4,26.30731016
2005,2,5,27.29843595
2005,2,6,25.54272741
2005,2,7,25.74095257
2005,2,8,25.71263469
2005,2,9,25.93917773
2005,2,10,23.9002904
2005,2,11,26.13740289
2005,2,12,27.75152202
2005,2,13,25.45777377
2005,2,14,27.66656838
2005,2,15,23.6171116
2005,2,16,23.92860828
2005,2,17,23.9002904
2005,2,18,26.10908501
2005,2,19,28.88423721
2005,2,20,27.07189291
2005,2,21,26.19403864
2005,2,22,25.57104529
2005,2,23,25.37282014
2005,2,24,25.2878665
2005,2,25,25.54272741
2005,2,26,25.54272741
2005,2,27,26.08076713
2005,2,28,25.65599893
2005,3,1,25.03300558
2005,3,2,25.57104529
2005,3,3,25.54272741
2005,3,4,25.76927045
2005,3,5,25.71263469
2005,3,6,25.71263469
2005,3,7,25.65599893
2005,3,8,25.48609165
2005,3,9,25.40113802
2005,3,10,25.74095257
2005,3,11,25.91085985
2005,3,12,26.73207836
2005,3,13,25.76927045
2005,3,14,25.71263469
2005,3,15,25.62768105
2005,3,16,25.68431681
2005,3,17,25.62768105
2005,3,18,25.71263469
2005,3,19,26.2506744
2005,3,20,27.80815778
2005,3,21,26.87366776
2005,3,22,26.87366776
2005,3,23,28.23292598
2005,3,24,27.29843595
2005,3,25,27.24180019
2005,3,26,26.5338532
2005,3,27,27.29843595
2005,3,28,27.10021079
2005,3,29,29.4505948
2005,3,30,28.0630187
2005,3,31,26.27899228
2005,4,1,26.50553532
2005,4,2,26.50553532
2005,4,3,28.31787962
2005,4,4,31.99920397
2005,4,5,31.43284637
2005,4,6,28.60105841
2005,4,7,29.4505948
2005,4,8,31.99920397
2005,4,9,31.43284637
2005,4,10,30.30013119
2005,4,11,28.60105841
2005,4,12,30.58330998
2005,4,13,32.56556156
2005,4,14,35.39734952
2005,4,15,33.98145554
2005,4,16,33.41509795
2005,4,17,35.68052832
2005,4,18,39.36185267
2005,4,19,39.92821026
2005,4,20,40.77774665
2005,4,21,39.36185267
2005,4,22,39.92821026
2005,4,23,44.459071
2005,4,24,47.85721655
2005,4,25,61.73297756
2005,4,26,69.37880506
2005,4,27,63.99840793
2005,4,28,52.95443488
2005,4,29,50.12264692
2005,4,30,48.14039535
2005,5,1,45.87496498
2005,5,2,46.44132257
2005,5,3,46.72450137
2005,5,4,47.00768016
2005,5,5,48.42357414
2005,5,6,49.83946812
2005,5,7,52.38807729
2005,5,8,50.12264692
2005,5,9,54.37032886
2005,5,10,63.14887154
2005,5,11,56.63575923
2005,5,12,56.35258044
2005,5,13,55.50304405
2005,5,14,54.08715007
2005,5,15,52.67125609
2005,5,16,59.46754719
2005,5,17,67.11337469
2005,5,18,75.04238098
2005,5,19,84.10410246
2005,5,20,77.87416894
2005,5,21,75.89191737
2005,5,22,71.07787784
2005,5,23,73.06012941
2005,5,24,70.22834145
2005,5,25,71.92741422
2005,5,26,67.39655349
2005,5,27,65.9806595
2005,5,28,62.86569275
2005,5,29,62.29933515
2005,5,30,59.46754719
2005,5,31,59.46754719
2005,6,1,63.71522914
2005,6,2,61.44979877
2005,6,3,60.03390479
2005,6,4,61.73297756
2005,6,5,58.9011896
2005,6,6,65.9806595
2005,6,7,67.67973228
2005,6,8,66.2638383
2005,6,9,64.28158673
2005,6,10,62.29933515
2005,6,11,59.46754719
2005,6,12,65.13112312
2005,6,13,65.41430191
2005,6,14,60.31708358
2005,6,15,58.9011896
2005,6,16,58.05165321
2005,6,17,57.48529562
2005,6,18,57.48529562
2005,6,19,56.06940164
2005,6,20,55.78622284
2005,6,21,54.93668645
2005,6,22,55.21986525
2005,6,23,55.21986525
2005,6,24,53.80397127
2005,6,25,52.67125609
2005,6,26,52.67125609
2005,6,27,52.38807729
2005,6,28,53.23761368
2005,6,29,52.95443488
2005,6,30,51.2553621
2005,7,1,50.40582572
2005,7,2,49.83946812
2005,7,3,49.27311053
2005,7,4,52.38807729
2005,7,5,51.2553621
2005,7,6,51.8217197
2005,7,7,56.35258044
2005,7,8,58.33483201
2005,7,9,61.44979877
2005,7,10,61.73297756
2005,7,11,65.13112312
2005,7,12,65.13112312
2005,7,13,65.41430191
2005,7,14,64.84794432
2005,7,15,64.56476552
2005,7,16,63.99840793
2005,7,17,66.5470171
2005,7,18,64.56476552
2005,7,19,64.56476552
2005,7,20,65.9806595
2005,7,21,64.84794432
2005,7,22,65.13112312
2005,7,23,63.71522914
2005,7,24,64.84794432
2005,7,25,65.9806595
2005,7,26,64.84794432
2005,7,27,64.84794432
2005,7,28,66.2638383
2005,7,29,65.41430191
2005,7,30,66.83019589
2005,7,31,60.31708358
2005,8,1,57.48529562
2005,8,2,61.16661997
2005,8,3,52.38807729
2005,8,4,48.70675294
2005,8,5,48.98993174
2005,8,6,48.70675294
2005,8,7,49.55628933
2005,8,8,48.98993174
2005,8,9,50.12264692
2005,8,10,49.83946812
2005,8,11,50.97218331
2005,8,12,50.68900451
2005,8,13,48.70675294
2005,8,14,50.68900451
2005,8,15,49.27311053
2005,8,16,49.27311053
2005,8,17,45.30860739
2005,8,18,45.87496498
2005,8,19,47.00768016
2005,8,20,44.74224979
2005,8,21,44.1758922
2005,8,22,44.1758922
2005,8,23,43.8927134
2005,8,24,43.8927134
2005,8,25,43.60953461
2005,8,26,43.04317702
2005,8,27,44.74224979
2005,8,28,43.32635581
2005,8,29,43.32635581
2005,8,30,43.8927134
2005,8,31,43.60953461
2005,9,1,43.60953461
2005,9,2,43.8927134
2005,9,3,43.04317702
2005,9,4,43.60953461
2005,9,5,43.04317702
2005,9,6,42.47681942
2005,9,7,43.32635581
2005,9,8,42.75999822
2005,9,9,43.04317702
2005,9,10,43.04317702
2005,9,11,42.75999822
2005,9,12,43.04317702
2005,9,13,42.47681942
2005,9,14,42.47681942
2005,9,15,42.19364063
2005,9,16,42.19364063
2005,9,17,41.62728304
2005,9,18,43.8927134
2005,9,19,41.34410424
2005,9,20,41.34410424
2005,9,21,40.77774665
2005,9,22,36.5300647
2005,9,23,33.69827674
2005,9,24,36.24688591
2005,9,25,34.83099193
2005,9,26,33.69827674
2005,9,27,34.83099193
2005,9,28,32.56556156
2005,9,29,34.26463433
2005,9,30,33.69827674
2005,10,1,33.98145554
2005,10,2,34.54781313
2005,10,3,36.24688591
2005,10,4,34.83099193
2005,10,5,33.41509795
2005,10,6,30.58330998
2005,10,7,29.7337736
2005,10,8,29.4505948
2005,10,9,30.58330998
2005,10,10,29.4505948
2005,10,11,30.01695239
2005,10,12,30.01695239
2005,10,13,30.30013119
2005,10,14,30.30013119
2005,10,15,30.58330998
2005,10,16,29.167416
2005,10,17,30.58330998
2005,10,18,30.58330998
2005,10,19,31.71602517
2005,10,20,30.01695239
2005,10,21,30.58330998
2005,10,22,31.43284637
2005,10,23,30.86648878
2005,10,24,31.43284637
2005,10,25,30.30013119
2005,10,26,29.7337736
2005,10,27,31.14966758
2005,10,28,33.98145554
2005,10,29,31.99920397
2005,10,30,33.41509795
2005,10,31,31.99920397
2005,11,1,31.43284637
2005,11,2,32.28238276
2005,11,3,32.56556156
2005,11,4,34.54781313
2005,11,5,33.98145554
2005,11,6,33.98145554
2005,11,7,34.54781313
2005,11,8,35.39734952
2005,11,9,35.11417072
2005,11,10,34.26463433
2005,11,11,33.69827674
2005,11,12,34.54781313
2005,11,13,33.98145554
2005,11,14,33.98145554
2005,11,15,31.71602517
2005,11,16,34.83099193
2005,11,17,34.83099193
2005,11,18,32.56556156
2005,11,19,33.98145554
2005,11,20,32.56556156
2005,11,21,32.84874035
2005,11,22,33.69827674
2005,11,23,32.84874035
2005,11,24,32.56556156
2005,11,25,30.86648878
2005,11,26,36.5300647
2005,11,27,31.14966758
2005,11,28,32.28238276
2005,11,29,32.84874035
2005,11,30,33.13191915
2005,12,1,32.28238276
2005,12,2,35.68052832
2005,12,3,30.30013119
2005,12,4,30.86648878
2005,12,5,33.41509795
2005,12,6,28.31787962
2005,12,7,30.58330998
2005,12,8,35.39734952
2005,12,9,32.28238276
2005,12,10,33.13191915
2005,12,11,33.98145554
2005,12,12,34.26463433
2005,12,13,33.98145554
2005,12,14,33.98145554
2005,12,15,33.98145554
2005,12,16,33.98145554
2005,12,17,36.24688591
2005,12,18,35.11417072
2005,12,19,35.39734952
2005,12,20,37.66277989
2005,12,21,37.0964223
2005,12,22,33.98145554
2005,12,23,36.5300647
2005,12,24,31.71602517
2005,12,25,31.99920397
2005,12,26,33.69827674
2005,12,27,30.58330998
2005,12,28,33.69827674
2005,12,29,35.11417072
2005,12,30,32.28238276
2005,12,31,35.96370711
2006,1,1,35.39734952
2006,1,2,33.98145554
2006,1,3,34.54781313
2006,1,4,33.13191915
2006,1,5,31.43284637
2006,1,6,30.30013119
2006,1,7,33.69827674
2006,1,8,33.13191915
2006,1,9,30.01695239
2006,1,10,31.43284637
2006,1,11,34.26463433
2006,1,12,30.86648878
2006,1,13,31.99920397
2006,1,14,31.99920397
2006,1,15,32.56556156
2006,1,16,31.43284637
2006,1,17,30.86648878
2006,1,18,33.41509795
2006,1,19,30.30013119
2006,1,20,32.56556156
2006,1,21,31.14966758
2006,1,22,33.13191915
2006,1,23,30.30013119
2006,1,24,31.99920397
2006,1,25,31.99920397
2006,1,26,31.99920397
2006,1,27,33.69827674
2006,1,28,32.56556156
2006,1,29,31.99920397
2006,1,30,34.83099193
2006,1,31,33.13191915
2006,2,1,33.41509795
2006,2,2,31.71602517
2006,2,3,31.99920397
2006,2,4,32.28238276
2006,2,5,32.28238276
2006,2,6,32.28238276
2006,2,7,31.14966758
2006,2,8,30.58330998
2006,2,9,32.28238276
2006,2,10,30.58330998
2006,2,11,28.88423721
2006,2,12,31.71602517
2006,2,13,33.13191915
2006,2,14,32.28238276
2006,2,15,30.01695239
2006,2,16,28.60105841
2006,2,17,27.72320414
2006,2,18,28.31787962
2006,2,19,37.0964223
2006,2,20,32.84874035
2006,2,21,32.56556156
2006,2,22,32.84874035
2006,2,23,33.13191915
2006,2,24,32.56556156
2006,2,25,32.56556156
2006,2,26,31.43284637
2006,2,27,31.71602517
2006,2,28,32.28238276
2006,3,1,32.56556156
2006,3,2,31.71602517
2006,3,3,32.28238276
2006,3,4,32.56556156
2006,3,5,31.99920397
2006,3,6,32.28238276
2006,3,7,34.26463433
2006,3,8,32.28238276
2006,3,9,33.41509795
2006,3,10,31.14966758
2006,3,11,31.43284637
2006,3,12,31.99920397
2006,3,13,31.99920397
2006,3,14,31.71602517
2006,3,15,32.84874035
2006,3,16,31.71602517
2006,3,17,31.43284637
2006,3,18,32.28238276
2006,3,19,32.28238276
2006,3,20,31.71602517
2006,3,21,31.71602517
2006,3,22,32.28238276
2006,3,23,31.71602517
2006,3,24,31.71602517
2006,3,25,31.99920397
2006,3,26,34.26463433
2006,3,27,33.13191915
2006,3,28,32.84874035
2006,3,29,35.96370711
2006,3,30,35.96370711
2006,3,31,35.96370711
2006,4,1,37.94595869
2006,4,2,36.5300647
2006,4,3,36.5300647
2006,4,4,39.64503146
2006,4,5,45.59178618
2006,4,6,53.23761368
2006,4,7,47.85721655
2006,4,8,48.14039535
2006,4,9,49.83946812
2006,4,10,51.2553621
2006,4,11,51.2553621
2006,4,12,50.40582572
2006,4,13,56.63575923
2006,4,14,65.41430191
2006,4,15,65.13112312
2006,4,16,75.89191737
2006,4,17,82.68820848
2006,4,18,67.96291108
2006,4,19,61.44979877
2006,4,20,59.75072599
2006,4,21,61.73297756
2006,4,22,65.41430191
2006,4,23,77.87416894
2006,4,24,86.08635403
2006,4,25,77.30781135
2006,4,26,75.04238098
2006,4,27,82.40502968
2006,4,28,96.84714829
2006,4,29,110.7229093
2006,4,30,120.0678096
2006,5,1,126.2977431
2006,5,2,124.3154915
2006,5,3,113.8378761
2006,5,4,117.8023792
2006,5,5,117.2360216
2006,5,6,124.3154915
2006,5,7,124.0323127
2006,5,8,132.2444978
2006,5,9,126.8641007
2006,5,10,112.9883397
2006,5,11,118.085558
2006,5,12,118.085558
2006,5,13,121.4837036
2006,5,14,121.2005248
2006,5,15,121.2005248
2006,5,16,119.2182732
2006,5,17,119.2182732
2006,5,18,118.3687368
2006,5,19,117.8023792
2006,5,20,118.9350944
2006,5,21,114.1210549
2006,5,22,110.1565517
2006,5,23,110.1565517
2006,5,24,105.625691
2006,5,25,101.9443666
2006,5,26,92.59946634
2006,5,27,82.97138727
2006,5,28,87.50224801
2006,5,29,91.74992995
2006,5,30,88.3517844
2006,5,31,84.38728125
2006,6,1,80.42277811
2006,6,2,77.87416894
2006,6,3,77.30781135
2006,6,4,71.64423543
2006,6,5,71.92741422
2006,6,6,71.36105663
2006,6,7,71.64423543
2006,6,8,73.9096658
2006,6,9,71.64423543
2006,6,10,73.626487
2006,6,11,72.21059302
2006,6,12,72.49377182
2006,6,13,70.51152024
2006,6,14,73.06012941
2006,6,15,69.66198385
2006,6,16,66.5470171
2006,6,17,65.13112312
2006,6,18,63.14887154
2006,6,19,63.99840793
2006,6,20,64.84794432
2006,6,21,60.31708358
2006,6,22,60.88344117
2006,6,23,60.88344117
2006,6,24,60.88344117
2006,6,25,60.88344117
2006,6,26,60.88344117
2006,6,27,61.16661997
2006,6,28,59.75072599
2006,6,29,60.60026238
2006,6,30,60.88344117
2006,7,1,62.29933515
2006,7,2,60.03390479
2006,7,3,60.60026238
2006,7,4,60.31708358
2006,7,5,61.16661997
2006,7,6,60.31708358
2006,7,7,59.75072599
2006,7,8,58.9011896
2006,7,9,59.1843684
2006,7,10,60.60026238
2006,7,11,58.6180108
2006,7,12,61.73297756
2006,7,13,61.16661997
2006,7,14,60.03390479
2006,7,15,59.75072599
2006,7,16,58.9011896
2006,7,17,60.03390479
2006,7,18,59.1843684
2006,7,19,55.50304405
2006,7,20,60.88344117
2006,7,21,60.60026238
2006,7,22,64.56476552
2006,7,23,63.99840793
2006,7,24,65.41430191
2006,7,25,63.14887154
2006,7,26,65.41430191
2006,7,27,64.56476552
2006,7,28,62.86569275
2006,7,29,64.28158673
2006,7,30,63.43205034
2006,7,31,63.14887154
2006,8,1,64.84794432
2006,8,2,62.58251395
2006,8,3,62.58251395
2006,8,4,62.01615636
2006,8,5,59.75072599
2006,8,6,53.52079247
2006,8,7,53.23761368
2006,8,8,53.23761368
2006,8,9,51.8217197
2006,8,10,52.67125609
2006,8,11,52.67125609
2006,8,12,52.10489849
2006,8,13,52.67125609
2006,8,14,52.10489849
2006,8,15,52.10489849
2006,8,16,52.10489849
2006,8,17,50.97218331
2006,8,18,52.38807729
2006,8,19,50.97218331
2006,8,20,51.2553621
2006,8,21,50.97218331
